temp,pressure,z_water,z_absorbent,z_co2,z_n2,x_water,x_absorbent,x_co2,x_n2,y_water,y_absorbent,y_co2,y_n2,liquid_fraction,vapour_fraction
385.613513559103,221052.51206819667,0.5624707580823451,0.08128493370488286,0.02638494529761374,0.32985936291515827,0.6815351616153875,0.247477208889186,0.0709205869595428,6.704253470723427e-05,0.5077519692181257,0.004907446002183984,0.0059175654534327216,0.48142301932679815,0.3148681302800232,0.6851318697199769
300.1080318912864,111046.07618611772,0.6037871943227946,0.04819314925000072,0.06753965847194196,0.2804799979552627,0.8887636127562512,0.07213706182415208,0.039049667989122086,4.9657430478666815e-05,0.03064004432582479,3.693573910652347e-05,0.12483898498615283,0.8444840349489079,0.667907479857825,0.33209252014217505
337.3038313165307,208559.13984178333,0.6762517420761287,0.0674614991620183,0.039241091553121804,0.2170456672087312,0.8683691366181817,0.090151660053586,0.041383547727842265,9.56555833117385e-05,0.10674091542611416,0.00019901979630957404,0.03289001652404945,0.8601700483041536,0.7477543646671087,0.25224563533289135
422.80244444310665,166281.31261544768,0.5358576806727796,0.03436809420585633,0.06343366763554514,0.3663405574858189,0.0,0.0,0.0,0.0,0.5358576806727796,0.03436809420585633,0.06343366763554514,0.3663405574858189,0.0,1.0
449.6913025304675,189575.65745946486,0.5167924787662923,0.04058983938768507,0.05545737728476525,0.3871603045612574,0.0,0.0,0.0,0.0,0.5167924787662923,0.04058983938768507,0.05545737728476525,0.3871603045612574,0.0,1.0
364.1874694824219,147232.51679678215,0.6412278973031789,0.07383005751296878,0.0484817507956177,0.23646029438823463,0.8132145582901255,0.13271793544158092,0.05402324020161402,4.426606667963073e-05,0.4301267778894914,0.0015494697087197473,0.04167997552937365,0.5266437768724153,0.5510515610623693,0.4489484389376307
325.77532728016376,239996.07667329255,0.6239345433656126,0.026766211725771427,0.07705375938676298,0.272245485521853,0.935489387777127,0.0414270996278685,0.02297937035470283,0.00010414223990758867,0.05729005791127023,0.00010152834625481218,0.17540226816121757,0.7672061455819742,0.6452344771669277,0.3547655228330723
411.2674719169736,130054.77927251486,0.599000897090882,0.06000438019633294,0.018135221619158984,0.32285950109362604,0.0,0.0,0.0,0.0,0.599000897090882,0.06000438019633294,0.01813522161915898,0.32285950109362604,0.0,1.0
400.6951211988926,203451.39918661444,0.6271080659888684,0.0305503217689693,0.0425070782750845,0.29983453396707777,0.0,0.0,0.0,0.0,0.6271080659888684,0.0305503217689693,0.0425070782750845,0.29983453396707777,0.0,1.0
334.1965069398284,171349.60968384985,0.5409487097430974,0.056286647785454995,0.05358793982304633,0.3491767026484013,0.8555858446293475,0.0973716679180317,0.04696702199914571,7.546545347512068e-05,0.11193644769806821,0.00026663149076504647,0.06261565657196967,0.8251812642391969,0.5769012438057207,0.4230987561942793
372.3872448578477,225527.20761549426,0.575249053100124,0.04436798766255379,0.020910095488652587,0.35947286374866966,0.8566957116395006,0.1093832767066713,0.0338460262524086,7.498540141949813e-05,0.3878125391890253,0.0010694131028317355,0.012295085528551977,0.5988229621795909,0.3997509932623914,0.6002490067376086
438.8927253931761,106531.97328869719,0.6357207224331796,0.07010272268205882,0.08393506968393923,0.21024148520082236,0.0,0.0,0.0,0.0,0.6357207224331796,0.07010272268205882,0.08393506968393923,0.21024148520082236,0.0,1.0
412.00096898525953,244426.88058579806,0.6179085293132811,0.06368288038298489,0.07592460394836963,0.24248398635536433,0.0,0.0,0.0,0.0,0.6179085293132811,0.06368288038298489,0.07592460394836963,0.24248398635536433,0.0,1.0
345.50882321596146,125663.34647348849,0.5385424449853599,0.038094987589865924,0.030116579085588457,0.3932459883391857,0.8826904357410148,0.08360252457485465,0.033658627508285396,4.841217584503453e-05,0.2531859914599848,0.00036160046708250126,0.027179626369704148,0.7192727817032285,0.45330331837654697,0.5466966816234531
308.5321121364832,184590.49631108064,0.5551066746376454,0.07750129729509354,0.06306785674765707,0.30432417131960393,0.8222718852986842,0.11676838862717435,0.06087401849232459,8.570758152545355e-05,0.02822972231903975,6.26017543339657e-05,0.06739432878714749,0.9043133471400535,0.6635377526320505,0.33646224736794944
375.0359440520406,152257.15776857687,0.6601940624509006,0.05191132713109255,0.03422317086718976,0.25367143955081706,0.7928988352320124,0.15286921875492454,0.05419819510557979,3.375090748289551e-05,0.5953493314151084,0.0025793612108747886,0.02446259446118282,0.37760871291283427,0.32824547661680115,0.6717545233831989
382.84643310308456,181453.51397992345,0.489384187143296,0.058569441288709646,0.07847163131460548,0.3735747402533889,0.4285680459957489,0.39002795498739196,0.18133129240332402,7.270661874255275e-05,0.49870594101829596,0.007764266442508136,0.06270554641933568,0.4308242461190621,0.13290609693951136,0.8670939030604886
316.34495704621077,157728.9032958448,0.7282638330105692,0.032011089064180855,0.015436043245717882,0.22428903467953207,0.9402105807352481,0.04206944028922455,0.017638685651774177,8.129329728921585e-05,0.05409118575662014,1.6895498132979588e-05,0.008429749080856391,0.9374621697485684,0.7608146837483556,0.2391853162516444
354.61817521601915,250793.7892668997,0.5849833951611072,0.07239470375701786,0.05686390270479024,0.28575799837708477,0.8303768201958063,0.11581554766576618,0.053701102767135515,0.00010652937124133849,0.18004780177740295,0.0007438631082759729,0.062082992292569805,0.7571253428218352,0.6226626552333547,0.37733734476664527
421.11260379850864,121640.55004259571,0.5732194302789867,0.04583427326753736,0.045793656073510644,0.3351526403799653,0.0,0.0,0.0,0.0,0.5732194302789868,0.04583427326753737,0.04579365607351065,0.33515264037996534,0.0,1.0
432.23287781327963,231926.0314375162,0.604692435869947,0.039436618089675905,0.037499075857922434,0.3183718701824546,0.0,0.0,0.0,0.0,0.604692435869947,0.039436618089675905,0.037499075857922434,0.3183718701824546,0.0,1.0
365.7251138985157,102540.96573666902,0.5997875373624265,0.0660848106816411,0.06635450912639498,0.2677731428295374,0.0,0.0,0.0,0.0,0.5997875373624265,0.0660848106816411,0.06635450912639498,0.2677731428295374,0.0,1.0
328.68708424270153,200355.6810504757,0.6936245299689472,0.05326214520260692,0.02465321633964777,0.22846010848879816,0.8992667178168786,0.07097960153492183,0.029657449164243274,9.623148395631871e-05,0.07609553561318239,5.787274307007817e-05,0.009625857916580619,0.9142207337271668,0.750182960368692,0.24981703963130797
395.18334320932627,176862.4931440805,0.47047146913595494,0.07990874590352179,0.07045049277134241,0.3791692921891809,0.21741949978211184,0.5350281863922898,0.24745916109321325,9.315273238525084e-05,0.5057159469531491,0.016520790198459343,0.045797145476511245,0.43196611737188023,0.12225082259263764,0.8777491774073624
