Temperature,Pressure,z_water,z_ABSORBENT,z_CO2,z_N2,x_water,x_ABSORBENT,x_CO2,x_N2,y_water,y_ABSORBENT,y_CO2,y_N2,LiquidPhaseFraction,VapourPhaseFraction
437.0961158797145,231632.93587379158,0.5327345754392445,0.05002805782482028,0.04032864421606064,0.3769087225198746,0.0,0.0,0.0,0.0,0.5327345754392445,0.05002805782482028,0.04032864421606064,0.3769087225198746,0.0,1.0
353.9973666742444,137388.3549232618,0.5776785892713815,0.08050595628097654,0.07398766458965839,0.2678277898579836,0.7907517801230547,0.143217588220482,0.06598317538038963,4.745627607365351e-05,0.30878827716610263,0.00136624744457238,0.08408902738016502,0.6057564480091601,0.5579059627037684,0.44209403729623165
332.06224789470434,183447.81225055922,0.7457612837851048,0.03524076862260699,0.01773496447131038,0.2012629831209779,0.935796606502389,0.04559429508109336,0.018519947076611865,8.915133990223508e-05,0.10001164195625034,5.896185829510855e-05,0.015067553860655475,0.8848618423248111,0.7726265357974221,0.22737346420257784
381.91794661432505,166389.51056267833,0.5424031919147819,0.06570408837869764,0.05029908928088844,0.341593630425632,0.5041292214218892,0.3469784382419692,0.14883546859073896,5.687174652884303e-05,0.5504780922354707,0.00636186940681815,0.029510249486062675,0.41364978887141074,0.174220001025844,0.825779998974156
400.27774534374475,199836.22635538923,0.5496872143633663,0.07746497973799707,0.06165582926943899,0.3111919766291976,0.2738726756469114,0.5012855949352807,0.22475797466223438,8.375475557342973e-05,0.5886367517784609,0.017614556385639715,0.03862313076115012,0.3551255610747493,0.12374200351509095,0.8762579964849091
312.42174764722586,140603.92009676434,0.6836847587767988,0.046038481630384924,0.024220022400841118,0.24605673719197513,0.9091539033778654,0.062369645289758024,0.028406665791348457,6.978554079276247e-05,0.04839842508035708,2.3470997703275293e-05,0.01242365294746954,0.9391544509751331,0.7380566835926239,0.2619433164073761
373.6185874417424,246643.2885335642,0.568171749599278,0.062178914099931724,0.08390778098255397,0.28574155531823636,0.8066511016417713,0.13290746314849505,0.06036252874816401,7.890646156949426e-05,0.366960635842271,0.00250343273606629,0.10377351101408766,0.5267624204075751,0.4576199153901135,0.5423800846098865
418.7176175042987,112609.76266998332,0.5520094802882523,0.03079651687294245,0.04756673199124634,0.369627270847559,0.0,0.0,0.0,0.0,0.5520094802882523,0.03079651687294245,0.04756673199124634,0.369627270847559,0.0,1.0
426.03358744084835,196213.44552756054,0.6547314560040831,0.05858472468331457,0.02979216190055013,0.25689165741205217,0.0,0.0,0.0,0.0,0.6547314560040831,0.05858472468331457,0.02979216190055013,0.25689165741205217,0.0,1.0
357.1741481125355,172622.2774166381,0.5089101401995867,0.027183904033154252,0.06668002708815038,0.39722592867910866,0.8908490757285761,0.0756467969930351,0.03344466193062424,5.946534776460363e-05,0.301002861793349,0.0008032781222960875,0.08477159533103851,0.6134222647533163,0.3524770923240488,0.6475229076759512
300.80385376513004,224208.1108335522,0.5514379551075399,0.07332845659926535,0.041447818018496035,0.33378577027469875,0.8323245955920578,0.11172920924169312,0.055837063337226,0.00010913182902312869,0.015176529690366647,1.4744300243969355e-05,0.013976247309440401,0.970832478699949,0.6562597989208108,0.34374020107918923
402.9156028032303,125814.7073592525,0.6539544082526118,0.04191305724903942,0.07943055790849031,0.22470197658985855,0.14570534920627298,0.5827866708632277,0.27146863590316594,3.934402733388313e-05,0.6592344698782758,0.03629406797449522,0.07743552640132223,0.22703593574590675,0.010281912774011026,0.989718087225989
384.4811617732048,235069.63474138174,0.6649370442330838,0.03867760021239519,0.06752695113420487,0.22885840442031624,0.8486894389292626,0.10773267569242584,0.04352797253561186,4.991284270123072e-05,0.5700555295750104,0.003020649089629082,0.07991894985316653,0.3470048714821931,0.3405239329195998,0.6594760670804002
320.36969359219074,105184.9438579171,0.5826208956073969,0.0691224965453148,0.03550962687470019,0.3127469809725881,0.8464043671841188,0.10628120564064786,0.04726664258755342,4.7784553909973975e-05,0.09252280198401175,8.324863386308936e-05,0.013665608547366745,0.8937283408975016,0.6500995862570212,0.34990041374297876
337.6267180144787,206068.98584878072,0.5343692608736456,0.0538605134561658,0.056213027220219376,0.3555571984499693,0.8590994316566505,0.09476590284800929,0.04604351089606204,9.115459927809578e-05,0.10918469575598742,0.0003011532106973559,0.06952845573527763,0.8209856952980378,0.5669772105584814,0.4330227894415187
444.48585836589336,153369.56073433394,0.6021311966795474,0.08434951066970825,0.023100957600399853,0.2904183350503445,0.0,0.0,0.0,0.0,0.6021311966795474,0.08434951066970825,0.023100957600399853,0.29041833505034453,0.0,1.0
449.8010312989354,212907.99260266358,0.5456511179637163,0.025322816651314497,0.08256633783690633,0.3464597275480628,0.0,0.0,0.0,0.0,0.5456511179637163,0.0253228166513145,0.08256633783690633,0.3464597275480628,0.0,1.0
342.906702272594,156067.1689468436,0.6819640525057912,0.056752792913466694,0.04890731981024146,0.21237583477050068,0.8832476773240832,0.0795389377311544,0.03715066797841262,6.271696634956596e-05,0.18429966854277802,0.00041511152570570045,0.0779750936872102,0.7373101262443064,0.7120191741167519,0.28798082588324814
